method	R	probability	mean_error
RANDOM_NORMAL	9	6.206206e-01	2.297716e-01
RANDOM_NORMAL	9	6.216216e-01	2.301650e-01
RANDOM_NORMAL	9	6.226226e-01	2.305583e-01
RANDOM_NORMAL	9	6.236236e-01	2.309521e-01
RANDOM_NORMAL	9	6.246246e-01	2.313458e-01
RANDOM_NORMAL	9	6.256256e-01	2.317207e-01
RANDOM_NORMAL	9	6.266266e-01	2.320959e-01
RANDOM_NORMAL	9	6.276276e-01	2.324765e-01
RANDOM_NORMAL	9	6.286286e-01	2.328858e-01
RANDOM_NORMAL	9	6.296296e-01	2.332997e-01
RANDOM_NORMAL	9	6.306306e-01	2.336854e-01
RANDOM_NORMAL	9	6.316316e-01	2.340562e-01
RANDOM_NORMAL	9	6.326326e-01	2.344415e-01
RANDOM_NORMAL	9	6.336336e-01	2.348342e-01
RANDOM_NORMAL	9	6.346346e-01	2.352222e-01
RANDOM_NORMAL	9	6.356356e-01	2.356062e-01
RANDOM_NORMAL	9	6.366366e-01	2.359900e-01
RANDOM_NORMAL	9	6.376376e-01	2.364175e-01
RANDOM_NORMAL	9	6.386386e-01	2.368585e-01
RANDOM_NORMAL	9	6.396396e-01	2.372725e-01
RANDOM_NORMAL	9	6.406406e-01	2.376609e-01
RANDOM_NORMAL	9	6.416416e-01	2.380662e-01
RANDOM_NORMAL	9	6.426426e-01	2.384723e-01
RANDOM_NORMAL	9	6.436436e-01	2.388704e-01
RANDOM_NORMAL	9	6.446446e-01	2.392642e-01
RANDOM_NORMAL	9	6.456456e-01	2.396606e-01
RANDOM_NORMAL	9	6.466466e-01	2.400662e-01
RANDOM_NORMAL	9	6.476476e-01	2.404714e-01
RANDOM_NORMAL	9	6.486486e-01	2.408622e-01
RANDOM_NORMAL	9	6.496496e-01	2.412512e-01
RANDOM_NORMAL	9	6.506507e-01	2.416404e-01
RANDOM_NORMAL	9	6.516517e-01	2.420294e-01
RANDOM_NORMAL	9	6.526527e-01	2.424307e-01
RANDOM_NORMAL	9	6.536537e-01	2.428303e-01
RANDOM_NORMAL	9	6.546547e-01	2.432357e-01
RANDOM_NORMAL	9	6.556557e-01	2.436423e-01
RANDOM_NORMAL	9	6.566567e-01	2.440442e-01
RANDOM_NORMAL	9	6.576577e-01	2.444502e-01
RANDOM_NORMAL	9	6.586587e-01	2.448570e-01
RANDOM_NORMAL	9	6.596597e-01	2.452503e-01
RANDOM_NORMAL	9	6.606607e-01	2.456491e-01
RANDOM_NORMAL	9	6.616617e-01	2.460404e-01
RANDOM_NORMAL	9	6.626627e-01	2.464263e-01
RANDOM_NORMAL	9	6.636637e-01	2.468219e-01
RANDOM_NORMAL	9	6.646647e-01	2.472207e-01
RANDOM_NORMAL	9	6.656657e-01	2.476217e-01
RANDOM_NORMAL	9	6.666667e-01	2.480241e-01
RANDOM_NORMAL	9	6.676677e-01	2.484288e-01
RANDOM_NORMAL	9	6.686687e-01	2.488341e-01
RANDOM_NORMAL	9	6.696697e-01	2.492322e-01
RANDOM_NORMAL	9	6.706707e-01	2.496153e-01
RANDOM_NORMAL	9	6.716717e-01	2.500124e-01
RANDOM_NORMAL	9	6.726727e-01	2.504324e-01
RANDOM_NORMAL	9	6.736737e-01	2.508536e-01
RANDOM_NORMAL	9	6.746747e-01	2.512654e-01
RANDOM_NORMAL	9	6.756757e-01	2.516770e-01
RANDOM_NORMAL	9	6.766767e-01	2.520807e-01
RANDOM_NORMAL	9	6.776777e-01	2.524667e-01
RANDOM_NORMAL	9	6.786787e-01	2.528499e-01
RANDOM_NORMAL	9	6.796797e-01	2.532423e-01
RANDOM_NORMAL	9	6.806807e-01	2.536382e-01
RANDOM_NORMAL	9	6.816817e-01	2.540569e-01
RANDOM_NORMAL	9	6.826827e-01	2.544818e-01
RANDOM_NORMAL	9	6.836837e-01	2.548932e-01
RANDOM_NORMAL	9	6.846847e-01	2.552997e-01
RANDOM_NORMAL	9	6.856857e-01	2.557023e-01
RANDOM_NORMAL	9	6.866867e-01	2.561112e-01
RANDOM_NORMAL	9	6.876877e-01	2.565360e-01
RANDOM_NORMAL	9	6.886887e-01	2.569570e-01
RANDOM_NORMAL	9	6.896897e-01	2.573665e-01
RANDOM_NORMAL	9	6.906907e-01	2.577656e-01
RANDOM_NORMAL	9	6.916917e-01	2.581689e-01
RANDOM_NORMAL	9	6.926927e-01	2.585878e-01
RANDOM_NORMAL	9	6.936937e-01	2.589939e-01
RANDOM_NORMAL	9	6.946947e-01	2.593961e-01
RANDOM_NORMAL	9	6.956957e-01	2.598085e-01
RANDOM_NORMAL	9	6.966967e-01	2.602327e-01
RANDOM_NORMAL	9	6.976977e-01	2.606521e-01
RANDOM_NORMAL	9	6.986987e-01	2.610715e-01
RANDOM_NORMAL	9	6.996997e-01	2.614987e-01
RANDOM_NORMAL	9	7.007007e-01	2.619391e-01
RANDOM_NORMAL	9	7.017017e-01	2.623826e-01
RANDOM_NORMAL	9	7.027027e-01	2.628077e-01
RANDOM_NORMAL	9	7.037037e-01	2.632351e-01
RANDOM_NORMAL	9	7.047047e-01	2.636753e-01
RANDOM_NORMAL	9	7.057057e-01	2.640962e-01
RANDOM_NORMAL	9	7.067067e-01	2.645114e-01
RANDOM_NORMAL	9	7.077077e-01	2.649409e-01
RANDOM_NORMAL	9	7.087087e-01	2.653865e-01
RANDOM_NORMAL	9	7.097097e-01	2.658326e-01
RANDOM_NORMAL	9	7.107107e-01	2.662859e-01
RANDOM_NORMAL	9	7.117117e-01	2.667409e-01
RANDOM_NORMAL	9	7.127127e-01	2.672015e-01
RANDOM_NORMAL	9	7.137137e-01	2.676385e-01
RANDOM_NORMAL	9	7.147147e-01	2.680654e-01
RANDOM_NORMAL	9	7.157157e-01	2.684959e-01
RANDOM_NORMAL	9	7.167167e-01	2.689356e-01
RANDOM_NORMAL	9	7.177177e-01	2.693659e-01
RANDOM_NORMAL	9	7.187187e-01	2.697944e-01
RANDOM_NORMAL	9	7.197197e-01	2.702132e-01
RANDOM_NORMAL	9	7.207207e-01	2.706341e-01
RANDOM_NORMAL	9	7.217217e-01	2.710651e-01
RANDOM_NORMAL	9	7.227227e-01	2.715311e-01
RANDOM_NORMAL	9	7.237237e-01	2.720180e-01
RANDOM_NORMAL	9	7.247247e-01	2.724875e-01
RANDOM_NORMAL	9	7.257257e-01	2.729415e-01
RANDOM_NORMAL	9	7.267267e-01	2.733842e-01
RANDOM_NORMAL	9	7.277277e-01	2.738256e-01
RANDOM_NORMAL	9	7.287287e-01	2.742710e-01
RANDOM_NORMAL	9	7.297297e-01	2.747293e-01
RANDOM_NORMAL	9	7.307307e-01	2.751929e-01
RANDOM_NORMAL	9	7.317317e-01	2.756537e-01
RANDOM_NORMAL	9	7.327327e-01	2.761083e-01
RANDOM_NORMAL	9	7.337337e-01	2.765791e-01
RANDOM_NORMAL	9	7.347347e-01	2.770591e-01
RANDOM_NORMAL	9	7.357357e-01	2.775075e-01
RANDOM_NORMAL	9	7.367367e-01	2.779503e-01
RANDOM_NORMAL	9	7.377377e-01	2.783918e-01
RANDOM_NORMAL	9	7.387387e-01	2.788340e-01
RANDOM_NORMAL	9	7.397397e-01	2.792769e-01
RANDOM_NORMAL	9	7.407407e-01	2.797254e-01
RANDOM_NORMAL	9	7.417417e-01	2.801759e-01
RANDOM_NORMAL	9	7.427427e-01	2.806266e-01
RANDOM_NORMAL	9	7.437437e-01	2.810883e-01
RANDOM_NORMAL	9	7.447447e-01	2.815463e-01
RANDOM_NORMAL	9	7.457457e-01	2.820148e-01
RANDOM_NORMAL	9	7.467467e-01	2.824822e-01
RANDOM_NORMAL	9	7.477477e-01	2.829468e-01
RANDOM_NORMAL	9	7.487487e-01	2.834143e-01
RANDOM_NORMAL	9	7.497497e-01	2.838675e-01
RANDOM_NORMAL	9	7.507508e-01	2.843206e-01
RANDOM_NORMAL	9	7.517518e-01	2.847881e-01
RANDOM_NORMAL	9	7.527528e-01	2.852519e-01
RANDOM_NORMAL	9	7.537538e-01	2.857114e-01
RANDOM_NORMAL	9	7.547548e-01	2.862016e-01
RANDOM_NORMAL	9	7.557558e-01	2.866841e-01
RANDOM_NORMAL	9	7.567568e-01	2.871507e-01
RANDOM_NORMAL	9	7.577578e-01	2.876159e-01
RANDOM_NORMAL	9	7.587588e-01	2.880819e-01
RANDOM_NORMAL	9	7.597598e-01	2.885568e-01
RANDOM_NORMAL	9	7.607608e-01	2.890204e-01
RANDOM_NORMAL	9	7.617618e-01	2.894812e-01
RANDOM_NORMAL	9	7.627628e-01	2.899406e-01
RANDOM_NORMAL	9	7.637638e-01	2.903949e-01
RANDOM_NORMAL	9	7.647648e-01	2.908617e-01
RANDOM_NORMAL	9	7.657658e-01	2.913796e-01
RANDOM_NORMAL	9	7.667668e-01	2.919057e-01
RANDOM_NORMAL	9	7.677678e-01	2.924011e-01
RANDOM_NORMAL	9	7.687688e-01	2.928819e-01
RANDOM_NORMAL	9	7.697698e-01	2.933705e-01
RANDOM_NORMAL	9	7.707708e-01	2.938558e-01
RANDOM_NORMAL	9	7.717718e-01	2.943532e-01
RANDOM_NORMAL	9	7.727728e-01	2.948273e-01
RANDOM_NORMAL	9	7.737738e-01	2.953046e-01
RANDOM_NORMAL	9	7.747748e-01	2.957899e-01
RANDOM_NORMAL	9	7.757758e-01	2.963023e-01
RANDOM_NORMAL	9	7.767768e-01	2.968131e-01
RANDOM_NORMAL	9	7.777778e-01	2.973153e-01
RANDOM_NORMAL	9	7.787788e-01	2.978307e-01
RANDOM_NORMAL	9	7.797798e-01	2.983380e-01
RANDOM_NORMAL	9	7.807808e-01	2.988335e-01
RANDOM_NORMAL	9	7.817818e-01	2.993124e-01
RANDOM_NORMAL	9	7.827828e-01	2.997826e-01
RANDOM_NORMAL	9	7.837838e-01	3.002679e-01
RANDOM_NORMAL	9	7.847848e-01	3.007575e-01
RANDOM_NORMAL	9	7.857858e-01	3.012550e-01
RANDOM_NORMAL	9	7.867868e-01	3.017720e-01
RANDOM_NORMAL	9	7.877878e-01	3.022691e-01
RANDOM_NORMAL	9	7.887888e-01	3.027728e-01
RANDOM_NORMAL	9	7.897898e-01	3.032925e-01
RANDOM_NORMAL	9	7.907908e-01	3.038085e-01
RANDOM_NORMAL	9	7.917918e-01	3.043352e-01
RANDOM_NORMAL	9	7.927928e-01	3.048522e-01
RANDOM_NORMAL	9	7.937938e-01	3.053700e-01
RANDOM_NORMAL	9	7.947948e-01	3.059003e-01
RANDOM_NORMAL	9	7.957958e-01	3.064418e-01
RANDOM_NORMAL	9	7.967968e-01	3.069911e-01
RANDOM_NORMAL	9	7.977978e-01	3.075370e-01
RANDOM_NORMAL	9	7.987988e-01	3.080777e-01
RANDOM_NORMAL	9	7.997998e-01	3.086055e-01
RANDOM_NORMAL	9	8.008008e-01	3.091324e-01
RANDOM_NORMAL	9	8.018018e-01	3.096783e-01
RANDOM_NORMAL	9	8.028028e-01	3.102273e-01
RANDOM_NORMAL	9	8.038038e-01	3.107768e-01
RANDOM_NORMAL	9	8.048048e-01	3.113043e-01
RANDOM_NORMAL	9	8.058058e-01	3.118243e-01
RANDOM_NORMAL	9	8.068068e-01	3.123768e-01
RANDOM_NORMAL	9	8.078078e-01	3.129282e-01
RANDOM_NORMAL	9	8.088088e-01	3.134568e-01
RANDOM_NORMAL	9	8.098098e-01	3.139871e-01
RANDOM_NORMAL	9	8.108108e-01	3.145552e-01
RANDOM_NORMAL	9	8.118118e-01	3.151113e-01
RANDOM_NORMAL	9	8.128128e-01	3.156500e-01
RANDOM_NORMAL	9	8.138138e-01	3.161983e-01
RANDOM_NORMAL	9	8.148148e-01	3.167216e-01
RANDOM_NORMAL	9	8.158158e-01	3.172643e-01
RANDOM_NORMAL	9	8.168168e-01	3.178540e-01
RANDOM_NORMAL	9	8.178178e-01	3.184229e-01
RANDOM_NORMAL	9	8.188188e-01	3.189970e-01
RANDOM_NORMAL	9	8.198198e-01	3.195516e-01
RANDOM_NORMAL	9	8.208208e-01	3.201163e-01
RANDOM_NORMAL	9	8.218218e-01	3.207233e-01
RANDOM_NORMAL	9	8.228228e-01	3.213186e-01
RANDOM_NORMAL	9	8.238238e-01	3.218962e-01
RANDOM_NORMAL	9	8.248248e-01	3.224764e-01
RANDOM_NORMAL	9	8.258258e-01	3.230503e-01
RANDOM_NORMAL	9	8.268268e-01	3.236247e-01
RANDOM_NORMAL	9	8.278278e-01	3.241925e-01
RANDOM_NORMAL	9	8.288288e-01	3.247459e-01
RANDOM_NORMAL	9	8.298298e-01	3.253125e-01
RANDOM_NORMAL	9	8.308308e-01	3.259106e-01
RANDOM_NORMAL	9	8.318318e-01	3.265255e-01
RANDOM_NORMAL	9	8.328328e-01	3.271206e-01
RANDOM_NORMAL	9	8.338338e-01	3.276853e-01
RANDOM_NORMAL	9	8.348348e-01	3.282696e-01
RANDOM_NORMAL	9	8.358358e-01	3.288929e-01
RANDOM_NORMAL	9	8.368368e-01	3.295103e-01
RANDOM_NORMAL	9	8.378378e-01	3.301031e-01
RANDOM_NORMAL	9	8.388388e-01	3.306899e-01
RANDOM_NORMAL	9	8.398398e-01	3.312727e-01
RANDOM_NORMAL	9	8.408408e-01	3.318847e-01
RANDOM_NORMAL	9	8.418418e-01	3.325159e-01
RANDOM_NORMAL	9	8.428428e-01	3.331416e-01
RANDOM_NORMAL	9	8.438438e-01	3.337831e-01
RANDOM_NORMAL	9	8.448448e-01	3.344000e-01
RANDOM_NORMAL	9	8.458458e-01	3.350561e-01
RANDOM_NORMAL	9	8.468468e-01	3.356678e-01
RANDOM_NORMAL	9	8.478478e-01	3.362792e-01
RANDOM_NORMAL	9	8.488488e-01	3.369103e-01
RANDOM_NORMAL	9	8.498498e-01	3.375751e-01
RANDOM_NORMAL	9	8.508509e-01	3.382425e-01
RANDOM_NORMAL	9	8.518519e-01	3.388876e-01
RANDOM_NORMAL	9	8.528529e-01	3.395107e-01
RANDOM_NORMAL	9	8.538539e-01	3.401622e-01
RANDOM_NORMAL	9	8.548549e-01	3.408271e-01
RANDOM_NORMAL	9	8.558559e-01	3.414870e-01
RANDOM_NORMAL	9	8.568569e-01	3.421636e-01
RANDOM_NORMAL	9	8.578579e-01	3.428650e-01
RANDOM_NORMAL	9	8.588589e-01	3.435542e-01
RANDOM_NORMAL	9	8.598599e-01	3.442132e-01
RANDOM_NORMAL	9	8.608609e-01	3.448677e-01
RANDOM_NORMAL	9	8.618619e-01	3.455527e-01
RANDOM_NORMAL	9	8.628629e-01	3.462326e-01
RANDOM_NORMAL	9	8.638639e-01	3.469023e-01
RANDOM_NORMAL	9	8.648649e-01	3.475658e-01
RANDOM_NORMAL	9	8.658659e-01	3.482599e-01
RANDOM_NORMAL	9	8.668669e-01	3.489596e-01
RANDOM_NORMAL	9	8.678679e-01	3.496647e-01
RANDOM_NORMAL	9	8.688689e-01	3.504009e-01
RANDOM_NORMAL	9	8.698699e-01	3.511437e-01
RANDOM_NORMAL	9	8.708709e-01	3.518915e-01
RANDOM_NORMAL	9	8.718719e-01	3.526212e-01
RANDOM_NORMAL	9	8.728729e-01	3.533370e-01
RANDOM_NORMAL	9	8.738739e-01	3.540645e-01
RANDOM_NORMAL	9	8.748749e-01	3.547805e-01
RANDOM_NORMAL	9	8.758759e-01	3.555039e-01
RANDOM_NORMAL	9	8.768769e-01	3.562326e-01
RANDOM_NORMAL	9	8.778779e-01	3.569696e-01
RANDOM_NORMAL	9	8.788789e-01	3.577392e-01
RANDOM_NORMAL	9	8.798799e-01	3.584773e-01
RANDOM_NORMAL	9	8.808809e-01	3.592310e-01
RANDOM_NORMAL	9	8.818819e-01	3.599812e-01
RANDOM_NORMAL	9	8.828829e-01	3.607645e-01
RANDOM_NORMAL	9	8.838839e-01	3.615979e-01
RANDOM_NORMAL	9	8.848849e-01	3.624170e-01
RANDOM_NORMAL	9	8.858859e-01	3.632467e-01
RANDOM_NORMAL	9	8.868869e-01	3.640610e-01
RANDOM_NORMAL	9	8.878879e-01	3.648876e-01
RANDOM_NORMAL	9	8.888889e-01	3.657319e-01
RANDOM_NORMAL	9	8.898899e-01	3.665645e-01
RANDOM_NORMAL	9	8.908909e-01	3.674027e-01
RANDOM_NORMAL	9	8.918919e-01	3.682971e-01
RANDOM_NORMAL	9	8.928929e-01	3.691917e-01
RANDOM_NORMAL	9	8.938939e-01	3.701038e-01
RANDOM_NORMAL	9	8.948949e-01	3.709952e-01
RANDOM_NORMAL	9	8.958959e-01	3.719259e-01
RANDOM_NORMAL	9	8.968969e-01	3.728611e-01
RANDOM_NORMAL	9	8.978979e-01	3.737570e-01
RANDOM_NORMAL	9	8.988989e-01	3.746278e-01
RANDOM_NORMAL	9	8.998999e-01	3.755062e-01
RANDOM_NORMAL	9	9.009009e-01	3.764075e-01
RANDOM_NORMAL	9	9.019019e-01	3.772892e-01
RANDOM_NORMAL	9	9.029029e-01	3.781531e-01
RANDOM_NORMAL	9	9.039039e-01	3.790281e-01
RANDOM_NORMAL	9	9.049049e-01	3.799471e-01
RANDOM_NORMAL	9	9.059059e-01	3.808759e-01
RANDOM_NORMAL	9	9.069069e-01	3.818012e-01
RANDOM_NORMAL	9	9.079079e-01	3.827647e-01
RANDOM_NORMAL	9	9.089089e-01	3.836686e-01
RANDOM_NORMAL	9	9.099099e-01	3.846071e-01
RANDOM_NORMAL	9	9.109109e-01	3.855883e-01
RANDOM_NORMAL	9	9.119119e-01	3.865655e-01
RANDOM_NORMAL	9	9.129129e-01	3.875465e-01
RANDOM_NORMAL	9	9.139139e-01	3.885177e-01
RANDOM_NORMAL	9	9.149149e-01	3.895259e-01
RANDOM_NORMAL	9	9.159159e-01	3.905305e-01
RANDOM_NORMAL	9	9.169169e-01	3.915353e-01
RANDOM_NORMAL	9	9.179179e-01	3.925597e-01
RANDOM_NORMAL	9	9.189189e-01	3.935414e-01
RANDOM_NORMAL	9	9.199199e-01	3.945395e-01
RANDOM_NORMAL	9	9.209209e-01	3.956085e-01
RANDOM_NORMAL	9	9.219219e-01	3.966545e-01
RANDOM_NORMAL	9	9.229229e-01	3.977135e-01
RANDOM_NORMAL	9	9.239239e-01	3.987777e-01
RANDOM_NORMAL	9	9.249249e-01	3.999121e-01
RANDOM_NORMAL	9	9.259259e-01	4.010188e-01
RANDOM_NORMAL	9	9.269269e-01	4.021658e-01
RANDOM_NORMAL	9	9.279279e-01	4.032848e-01
RANDOM_NORMAL	9	9.289289e-01	4.044056e-01
RANDOM_NORMAL	9	9.299299e-01	4.055724e-01
RANDOM_NORMAL	9	9.309309e-01	4.067457e-01
RANDOM_NORMAL	9	9.319319e-01	4.079848e-01
RANDOM_NORMAL	9	9.329329e-01	4.092216e-01
RANDOM_NORMAL	9	9.339339e-01	4.104086e-01
RANDOM_NORMAL	9	9.349349e-01	4.115926e-01
RANDOM_NORMAL	9	9.359359e-01	4.128107e-01
RANDOM_NORMAL	9	9.369369e-01	4.140531e-01
RANDOM_NORMAL	9	9.379379e-01	4.153305e-01
RANDOM_NORMAL	9	9.389389e-01	4.165950e-01
RANDOM_NORMAL	9	9.399399e-01	4.178509e-01
RANDOM_NORMAL	9	9.409409e-01	4.191332e-01
RANDOM_NORMAL	9	9.419419e-01	4.204892e-01
RANDOM_NORMAL	9	9.429429e-01	4.218690e-01
RANDOM_NORMAL	9	9.439439e-01	4.232318e-01
RANDOM_NORMAL	9	9.449449e-01	4.246201e-01
RANDOM_NORMAL	9	9.459459e-01	4.260368e-01
RANDOM_NORMAL	9	9.469469e-01	4.275562e-01
RANDOM_NORMAL	9	9.479479e-01	4.290444e-01
RANDOM_NORMAL	9	9.489489e-01	4.305795e-01
RANDOM_NORMAL	9	9.499499e-01	4.321595e-01
RANDOM_NORMAL	9	9.509510e-01	4.337162e-01
RANDOM_NORMAL	9	9.519520e-01	4.353565e-01
RANDOM_NORMAL	9	9.529530e-01	4.370185e-01
RANDOM_NORMAL	9	9.539540e-01	4.387715e-01
RANDOM_NORMAL	9	9.549550e-01	4.405269e-01
RANDOM_NORMAL	9	9.559560e-01	4.422258e-01
RANDOM_NORMAL	9	9.569570e-01	4.440576e-01
RANDOM_NORMAL	9	9.579580e-01	4.458960e-01
RANDOM_NORMAL	9	9.589590e-01	4.477840e-01
RANDOM_NORMAL	9	9.599600e-01	4.496778e-01
RANDOM_NORMAL	9	9.609610e-01	4.516249e-01
RANDOM_NORMAL	9	9.619620e-01	4.536069e-01
RANDOM_NORMAL	9	9.629630e-01	4.556538e-01
RANDOM_NORMAL	9	9.639640e-01	4.578118e-01
RANDOM_NORMAL	9	9.649650e-01	4.599927e-01
RANDOM_NORMAL	9	9.659660e-01	4.622200e-01
RANDOM_NORMAL	9	9.669670e-01	4.644084e-01
RANDOM_NORMAL	9	9.679680e-01	4.667859e-01
RANDOM_NORMAL	9	9.689690e-01	4.692710e-01
RANDOM_NORMAL	9	9.699700e-01	4.717348e-01
RANDOM_NORMAL	9	9.709710e-01	4.743403e-01
RANDOM_NORMAL	9	9.719720e-01	4.770323e-01
RANDOM_NORMAL	9	9.729730e-01	4.799650e-01
RANDOM_NORMAL	9	9.739740e-01	4.827760e-01
RANDOM_NORMAL	9	9.749750e-01	4.858277e-01
RANDOM_NORMAL	9	9.759760e-01	4.889726e-01
RANDOM_NORMAL	9	9.769770e-01	4.921614e-01
RANDOM_NORMAL	9	9.779780e-01	4.954612e-01
RANDOM_NORMAL	9	9.789790e-01	4.988921e-01
RANDOM_NORMAL	9	9.799800e-01	5.024272e-01
RANDOM_NORMAL	9	9.809810e-01	5.062590e-01
RANDOM_NORMAL	9	9.819820e-01	5.101389e-01
RANDOM_NORMAL	9	9.829830e-01	5.143629e-01
RANDOM_NORMAL	9	9.839840e-01	5.187221e-01
RANDOM_NORMAL	9	9.849850e-01	5.233924e-01
RANDOM_NORMAL	9	9.859860e-01	5.282146e-01
RANDOM_NORMAL	9	9.869870e-01	5.333281e-01
RANDOM_NORMAL	9	9.879880e-01	5.387880e-01
RANDOM_NORMAL	9	9.889890e-01	5.446426e-01
RANDOM_NORMAL	9	9.899900e-01	5.510485e-01
RANDOM_NORMAL	9	9.909910e-01	5.581945e-01
RANDOM_NORMAL	9	9.919920e-01	5.655564e-01
RANDOM_NORMAL	9	9.929930e-01	5.736080e-01
RANDOM_NORMAL	9	9.939940e-01	5.822355e-01
RANDOM_NORMAL	9	9.949950e-01	5.923832e-01
RANDOM_NORMAL	9	9.959960e-01	6.042494e-01
RANDOM_NORMAL	9	9.969970e-01	6.187301e-01
RANDOM_NORMAL	9	9.979980e-01	6.375422e-01
RANDOM_NORMAL	9	9.989990e-01	6.653705e-01
RANDOM_NORMAL	9	1.000000e+00	7.458020e-01
CONSTANT	9	0.000000e+00	2.774756e-02
CONSTANT	9	1.001001e-03	2.774756e-02
CONSTANT	9	2.002002e-03	2.774756e-02
CONSTANT	9	3.003003e-03	2.774756e-02
CONSTANT	9	4.004004e-03	2.818986e-02
CONSTANT	9	5.005005e-03	2.935680e-02
CONSTANT	9	6.006006e-03	3.052403e-02
CONSTANT	9	7.007007e-03	3.169127e-02
CONSTANT	9	8.008008e-03	3.285772e-02
CONSTANT	9	9.009009e-03	3.375297e-02
CONSTANT	9	1.001001e-02	3.382901e-02
CONSTANT	9	1.101101e-02	3.382901e-02
CONSTANT	9	1.201201e-02	3.382901e-02
CONSTANT	9	1.301301e-02	3.382901e-02
CONSTANT	9	1.401401e-02	3.382901e-02
CONSTANT	9	1.501502e-02	3.382901e-02
CONSTANT	9	1.601602e-02	3.382901e-02
CONSTANT	9	1.701702e-02	3.382901e-02
CONSTANT	9	1.801802e-02	3.382901e-02
CONSTANT	9	1.901902e-02	3.382901e-02
CONSTANT	9	2.002002e-02	3.382901e-02
CONSTANT	9	2.102102e-02	3.382901e-02
CONSTANT	9	2.202202e-02	3.382901e-02
CONSTANT	9	2.302302e-02	3.382901e-02
CONSTANT	9	2.402402e-02	3.382901e-02
CONSTANT	9	2.502503e-02	3.382901e-02
CONSTANT	9	2.602603e-02	3.382901e-02
CONSTANT	9	2.702703e-02	3.382901e-02
CONSTANT	9	2.802803e-02	3.382908e-02
CONSTANT	9	2.902903e-02	3.383641e-02
CONSTANT	9	3.003003e-02	3.387365e-02
CONSTANT	9	3.103103e-02	3.396271e-02
CONSTANT	9	3.203203e-02	3.411695e-02
CONSTANT	9	3.303303e-02	3.433542e-02
CONSTANT	9	3.403403e-02	3.469842e-02
CONSTANT	9	3.503504e-02	3.519596e-02
CONSTANT	9	3.603604e-02	3.586619e-02
CONSTANT	9	3.703704e-02	3.681642e-02
CONSTANT	9	3.803804e-02	3.862930e-02
CONSTANT	9	3.903904e-02	4.116509e-02
CONSTANT	9	4.004004e-02	4.328734e-02
CONSTANT	9	4.104104e-02	4.483213e-02
CONSTANT	9	4.204204e-02	4.606352e-02
CONSTANT	9	4.304304e-02	4.714189e-02
CONSTANT	9	4.404404e-02	4.811026e-02
CONSTANT	9	4.504505e-02	4.907048e-02
CONSTANT	9	4.604605e-02	5.008887e-02
CONSTANT	9	4.704705e-02	5.127836e-02
CONSTANT	9	4.804805e-02	5.273451e-02
CONSTANT	9	4.904905e-02	5.435230e-02
CONSTANT	9	5.005005e-02	5.615467e-02
CONSTANT	9	5.105105e-02	5.813995e-02
CONSTANT	9	5.205205e-02	6.035313e-02
CONSTANT	9	5.305305e-02	6.246027e-02
CONSTANT	9	5.405405e-02	6.426136e-02
CONSTANT	9	5.505506e-02	6.571032e-02
CONSTANT	9	5.605606e-02	6.671657e-02
CONSTANT	9	5.705706e-02	6.724961e-02
CONSTANT	9	5.805806e-02	6.739047e-02
CONSTANT	9	5.905906e-02	6.741023e-02
CONSTANT	9	6.006006e-02	6.741023e-02
CONSTANT	9	6.106106e-02	6.741023e-02
CONSTANT	9	6.206206e-02	6.741023e-02
CONSTANT	9	6.306306e-02	6.741023e-02
CONSTANT	9	6.406406e-02	6.741023e-02
CONSTANT	9	6.506507e-02	6.741023e-02
CONSTANT	9	6.606607e-02	6.741023e-02
CONSTANT	9	6.706707e-02	6.741023e-02
CONSTANT	9	6.806807e-02	6.741023e-02
CONSTANT	9	6.906907e-02	6.741023e-02
CONSTANT	9	7.007007e-02	6.741023e-02
CONSTANT	9	7.107107e-02	6.741023e-02
CONSTANT	9	7.207207e-02	6.741023e-02
CONSTANT	9	7.307307e-02	6.741023e-02
CONSTANT	9	7.407407e-02	6.741023e-02
CONSTANT	9	7.507508e-02	6.741023e-02
CONSTANT	9	7.607608e-02	6.741023e-02
CONSTANT	9	7.707708e-02	6.741023e-02
CONSTANT	9	7.807808e-02	6.741023e-02
CONSTANT	9	7.907908e-02	6.741023e-02
CONSTANT	9	8.008008e-02	6.741023e-02
CONSTANT	9	8.108108e-02	6.741023e-02
CONSTANT	9	8.208208e-02	6.741023e-02
CONSTANT	9	8.308308e-02	6.741023e-02
CONSTANT	9	8.408408e-02	6.741023e-02
CONSTANT	9	8.508509e-02	6.741023e-02
CONSTANT	9	8.608609e-02	6.741023e-02
CONSTANT	9	8.708709e-02	6.741023e-02
CONSTANT	9	8.808809e-02	6.741023e-02
CONSTANT	9	8.908909e-02	6.741023e-02
CONSTANT	9	9.009009e-02	6.741023e-02
CONSTANT	9	9.109109e-02	6.741023e-02
CONSTANT	9	9.209209e-02	6.741023e-02
CONSTANT	9	9.309309e-02	6.741023e-02
CONSTANT	9	9.409409e-02	6.741023e-02
CONSTANT	9	9.509510e-02	6.741023e-02
CONSTANT	9	9.609610e-02	6.741023e-02
CONSTANT	9	9.709710e-02	6.741023e-02
CONSTANT	9	9.809810e-02	6.741023e-02
CONSTANT	9	9.909910e-02	6.741023e-02
CONSTANT	9	1.001001e-01	6.741023e-02
CONSTANT	9	1.011011e-01	6.741023e-02
CONSTANT	9	1.021021e-01	6.741023e-02
